0.201659414,0.712270393,1
0.434624638,0.737467967,0
0.270127153,0.350168737,0
0.344335413,0.861386822,1
0.551938754,0.830531651,1
0.098556217,0.668841178,1
0.964376599,0.630129961,1
0.564939044,0.195009488,1
0.718992386,0.669044853,0
0.531731078,0.234049129,0
0.21139479,0.541754872,0
0.504595457,0.74722694,0
0.101563788,0.797217778,1
0.415182804,0.59650333,0
0.08371949,0.725106336,1
0.099084124,0.251108374,1
0.808923873,0.515259869,1
0.628693338,0.740710088,0
0.682136749,0.345211328,0
0.529850122,0.207523128,0
0.711140138,0.218363185,1
0.411987054,0.480708015,0
0.218212992,0.405444096,0
0.947471073,0.644975263,1
0.162666475,0.288692745,1
0.550833614,0.813612517,1
0.185744023,0.7938752,1
0.38407302,0.584818392,0
0.146806489,0.15527805,1
0.634902129,0.844724984,1
0.590832033,0.231761519,0
0.334961109,0.284601096,0
0.089013827,0.613901644,1
0.598722487,0.126277835,1
0.05763389,0.660603808,1
0.502851248,0.035382039,1
0.913496974,0.273770074,1
0.628029228,0.032551793,1
0.09958731,0.574971616,1
0.24918229,0.847861855,1
0.471983165,0.684711281,0
0.357535469,0.707524352,0
0.686121768,0.043066129,1
0.87085809,0.825492277,1
0.47447198,0.114552033,1
0.839979849,0.659857944,1
0.617991996,0.375972243,0
0.672416779,0.064646518,1
0.12689323,0.669720852,1
0.635442108,0.889049037,1
0.857782516,0.285350004,1
0.41107302,0.85586969,1
0.124302432,0.749106273,1
0.517694844,0.430722271,0
0.321116042,0.405628257,0
0.466145003,0.097459518,1
0.722492188,0.22602823,1
0.57042111,0.24989722,0
0.245782175,0.66282616,1
0.661268315,0.962918552,1
0.529859965,0.114146564,1
0.517353983,0.518676547,0
0.560777847,0.705070925,0
0.591508096,0.881699805,1
0.862568904,0.411665484,1
0.251759603,0.232624587,1
0.820322076,0.859994966,1
0.630969984,0.131499286,1
0.303761284,0.568613386,0
0.22465942,0.771133652,1
0.450147428,0.926978181,1
0.822862584,0.7378756,1
0.354893863,0.812136651,1
0.625176865,0.381355058,0
0.25820687,0.547985368,0
0.526091102,0.842863914,1
0.771329556,0.118691034,1
0.732073476,0.6757928,0
0.740653263,0.503647704,0
0.333366913,0.292787608,0
0.749642157,0.425875688,0
0.359751923,0.488769481,0
0.698099117,0.186325946,1
0.861051842,0.499575833,1
0.531431141,0.559847256,0
0.557317156,0.234842635,0
0.492133817,0.484587378,0
0.667481074,0.7298412,0
0.618894395,0.715720058,0
0.314683301,0.235215437,1
0.673225941,0.325230833,0
0.061862408,0.308547508,1
0.840547807,0.473081905,1
0.978885297,0.512838045,1
0.436738337,0.404470804,0
0.098562702,0.4149421,1
0.841538058,0.663322533,1
0.135906967,0.181915046,1
0.901120704,0.249332998,1
0.883126077,0.678778235,1
0.573686322,0.551491883,0
0.278638129,0.165718634,1
0.276628765,0.92360623,1
0.247120879,0.282915003,1
0.205177401,0.824564476,1
0.454535113,0.702299775,0
0.224673586,0.432497522,0
0.201893972,0.802014153,1
0.826432447,0.772982593,1
0.502844119,0.426091295,0
0.536462089,0.06713175,1
0.62000608,0.017168314,1
0.54776789,0.576637018,0
0.583046811,0.765598893,0
0.953550711,0.578207345,1
0.413425668,0.060827912,1
0.142345329,0.198791845,1
0.404292578,0.59170758,0
0.48901056,0.408003043,0
0.407555956,0.123470351,1
0.69066363,0.359861759,0
0.358691766,0.681513614,0
0.577065993,0.525275597,0
0.670031129,0.582886149,0
0.543957115,0.518797479,0
0.230349572,0.147081768,1
0.102457317,0.535710105,1
0.301477916,0.451855345,0
0.428234174,0.771395392,0
0.283514683,0.41144081,0
0.801494896,0.406971455,1
0.024389063,0.56357057,1
0.314320055,0.259013295,1
0.651523256,0.7231818,0
0.587346974,0.189522825,1
0.552044245,0.036659059,1
0.936556736,0.736989751,1
0.648198329,0.831941884,1
0.609617198,0.079802179,1
0.539391801,0.417035007,0
0.646499931,0.192669335,1
0.464091304,0.240209308,0
0.678467855,0.202624728,1
0.958511213,0.489487997,1
0.823554599,0.451349475,1
0.686566018,0.477430898,0
0.557973348,0.013306706,1
0.913109141,0.504866577,1
0.141000751,0.610196214,1
0.469058048,0.009710758,1
0.886902426,0.574911731,1
0.66543426,0.268153518,0
0.651433689,0.872893473,1
0.809120167,0.392560334,1
0.762373193,0.645136571,0
0.284421175,0.809455963,1
0.109372595,0.526942423,1
0.25497155,0.669427942,0
0.6992663,0.821050247,1
0.494650448,0.666617005,0
0.640878167,0.215022887,1
0.137336842,0.509108333,1
0.629506608,0.92286675,1
0.463567769,0.402166772,0
0.626485499,0.104258668,1
0.228654961,0.31804069,1
0.272341341,0.858641388,1
0.579045368,0.096008055,1
0.386102947,0.468147386,0
0.911311129,0.712632868,1
0.916613477,0.377508182,1
0.774832144,0.914735445,1
0.146909799,0.1654482,1
0.259362186,0.12146149,1
0.465637421,0.439050362,0
0.669745427,0.041874476,1
0.698125237,0.660974494,0
0.767153574,0.124827096,1
0.921590902,0.237798916,1
0.574330481,0.488999259,0
0.553035539,0.006516612,1
0.475795924,0.175793876,1
