1.23967,0.87453,-0.205109,-0.0781367,0.066867,0
0.268281,1.35178,1.03508,-0.331522,0.216897,0
1.56656,0.867437,1.29978,1.04125,0.559406,0
0.279295,0.98963,2.55479,-0.737988,0,0
0.306809,1.27237,2.65558,-0.94616,-0.467142,0
0.960418,0.711808,-0.142762,0.0909495,-0.0607071,0
2.94071,0.656873,1.49318,-0.33106,-0.123295,0
0.400601,1.15904,2.06448,-0.689609,-0.308052,0
0.228973,1.74798,0.633643,0.259204,0,0
0.302891,0.608544,0.47413,1.42718,-0.811085,1
0.318095,0.810884,0.818231,0.820952,0.860136,1
0.655083,1.0539,1.37163,-0.723877,1.77021,1
0.1048,0.5756,0.3424,0.8304,0,1
0.540984,2.1451,-0.561563,-0.227764,-0.140565,1
1.40418,1.53119,0.476107,1.6006,-0.424296,0
0.532035,1.96292,-0.355316,0.191035,-0.122272,0
0.108376,0.46447,1.3021,1.08019,-0.348948,0
0.80715,2.22672,-0.555974,-0.224835,0.160865,0
1.03941,2.27108,1.69893,-0.36917,-0.167506,1
0.316114,1.35954,1.98642,-0.624203,0.496604,0
0.135662,0.736064,1.84688,1.0732,-0.424446,0
0.532922,2.58093,-0.595336,-0.227023,-0.123457,0
0.15107,0.641628,1.45405,1.28074,-0.716324,1
0.532719,2.13917,0.628571,0.241475,-0.0995392,0
0.600224,1.40482,2.47743,-0.700869,-0.272218,1
0.699175,2.29549,0.670063,0.402717,-0.390587,0
0.619032,2.23839,-0.417174,-0.183915,-0.12528,0
0.111313,0.298851,0.403509,0.694495,0,0
0.64812,2.47928,1.0637,-0.317345,0,0
1.66887,2.22642,0.545283,0.229245,-0.139151,0
0.416062,1.68916,0.756168,-0.252056,-0.14538,0
0.0601861,0.225302,0.119382,0.263908,0.911503,0
0.491533,2.60428,-0.594029,0.312834,-0.146613,0
0.746575,1.02935,1.34638,-0.998043,1.72211,1
1.31164,2.59132,0.873858,0.533676,-0.175228,0
0.121124,0.310592,0.587863,1.97835,-0.651709,0
0.625774,2.31739,0.765898,0.410805,-0.305008,0
2.88099,0.896294,0.49507,0.475349,-0.112887,0
0.959888,1.08993,0.512775,1.11446,0.729433,1
0.47962,1.50218,2.49545,-0.691729,0.402454,1
3.38558,-0.30094,0.136189,-0.0783699,-0.0553814,0
1.08865,1.4227,-0.387027,-0.123243,0.0897297,0
0.26959,0.958955,1.68657,1.70522,0,0
2.57093,-0.234958,0.200703,0.137462,-0.132631,0
0.911614,2.28469,-0.449126,-0.159301,-0.0986639,0
0.530965,2.10474,-0.397086,-0.201275,-0.102914,0
0.125448,0.547875,0.795187,0.835637,0,1
0.873766,3.03009,-0.495769,0.2433,0.479549,0
0.361513,0.6885,1.51282,0.698654,0.520437,1
0.465549,2.27933,1.82495,0.778399,-0.253259,0
0.154687,0.513746,0.489566,-0.62471,0,0
0.310797,1.49344,0.422805,0.303734,-0.113017,0
1.71218,1.76384,0.375461,0.510609,0.589483,0
1.05464,1.18474,0.29257,0.181844,-0.141081,0
0.576985,3.34846,-0.621394,-0.245381,0,0
0.265968,0.711489,1.00237,1.13783,0.535693,1
0.273289,2.01772,1.76805,0.696913,0,0
0.422935,1.78117,-0.696476,0.490794,1.10626,0
0.105347,0.593775,0.325619,-0.807662,0,1
3.08411,0.781542,-0.165888,-0.0876168,-0.0607477,0
0.819517,2.08311,0.49171,0.282686,-0.190346,0
0.463878,1.79226,2.17594,-0.51711,-0.327342,0
1.09256,1.69174,0.445455,-0.312397,1.60826,0
0.734433,0.64726,1.38699,0.55604,0.451121,1
-0.0732436,-0.249626,-0.445067,1.53924,-1.18386,1
0.267803,2.16404,0.990844,0.630214,0,0
0.140542,0.639816,0.922109,1.89913,0,1
0.481978,0.917295,1.43532,-0.83487,-0.762224,1
1.1676,2.15645,-0.28874,-0.121516,0.108881,0
0.164629,1.03057,1.94678,-0.544158,-0.227808,0
0.966596,2.22468,-0.291491,-0.144866,-0.10654,0
1.6069,2.31153,-0.380737,0.221641,0.163139,0
0.856359,1.87466,1.18573,0.365965,0,0
0.254812,3.14545,-0.50678,1.27362,-0.385171,0
0.556357,3.45086,-0.596934,-0.244815,-0.153291,0
0.147667,0.777,1.533,1.67167,0,0
0.579727,1.75519,1.08714,0.333729,0,0
0.370648,2.32423,-0.455973,-0.167918,-0.0832765,0
1.9054,0.487479,-0.126878,0.0790206,0.0723428,0
0.17202,0.9533,2.05103,-0.77734,-0.572217,0
0.081053,0.309318,0.444752,-0.696571,1.82369,0
0.442649,0.7049,0.758751,1.26979,0.920302,1
0.886687,2.16718,0.646465,0.474618,1.12458,0
0.832353,2.71118,-0.638824,0.380588,0,0
3.17714,-0.275126,-0.110553,0.0898241,-0.0741206,0
0.341066,1.00721,2.90846,-0.772414,0.390909,0
0.954975,1.44457,1.60802,0.715853,0.689368,1
1.9006,0.502292,0.187937,0.151025,-0.151749,0
0.419753,2.39403,1.35802,0.674897,0,0
0.217769,0.659091,1.04752,2.1938,-0.903719,1
0.486946,2.46683,-0.427545,-0.212695,-0.120958,0
0.871287,0.961324,1.46782,1.13181,1.3388,1
0.119721,0.443231,0.325352,-0.317984,0.903828,1
0.327902,1.09012,2.04357,1.06252,1.04323,1
1.75202,1.46955,1.26119,-0.436537,0.647836,1
1.19697,1.39733,0.353126,0.18441,0.119278,0
0.137373,0.51878,0.759701,1.61071,0,1
0.693143,1.71273,-0.478422,-0.221075,-0.155944,0
0.18043,0.836225,2.02383,1.05552,0,0
0.420603,1.05476,2.30497,-0.547231,0.344463,0
