0.782143902,-1.390263977,1
2.011148808,0.180108733,0
-0.751354679,-2.202280542,1
2.034227412,-0.333310187,0
-0.27825855,-0.088505545,1
-0.268066013,0.28349151,0
-1.042928912,1.055675707,1
-0.053423802,-0.729588448,1
0.08138426,-0.058979039,0
0.226379851,1.501688023,0
1.120656686,-0.397339322,1
0.385116502,0.059281699,0
1.914277774,-0.827329596,0
0.027709607,2.205372997,0
2.164918734,0.5356626,0
0.781099534,0.259186871,0
-2.427017889,1.466636222,1
0.071743751,-0.332479193,0
1.970862436,1.50372486,0
0.172320231,-0.950123501,1
0.283068347,1.87843052,0
-0.173782763,-0.075344665,0
2.154316933,0.734408782,0
2.112726549,0.134318845,0
1.910675873,-0.497797206,0
-0.302271487,2.242495207,0
1.223886835,0.602640179,1
-1.4153476,-1.925340202,1
0.680692367,0.166920729,1
0.806912595,0.096996488,1
2.145316988,-0.74734379,0
0.175920844,-0.364145629,0
2.079694339,1.490866772,0
-0.325443396,0.853056395,1
0.588454994,0.612690205,1
-0.152868955,1.103387096,1
0.045092624,-0.354043337,0
-0.29645858,2.224300998,1
-0.842600735,-0.647243686,1
-0.572751974,-0.352008647,1
0.3852429,-0.170483604,0
-1.414923632,-0.796961244,1
1.779542314,-0.248626716,1
-0.384209868,-1.125426556,1
0.157064877,1.119307745,1
0.069925914,1.537018293,1
-0.162745301,-1.330926735,1
1.075559156,0.510121522,1
0.268421843,0.750787466,1
-0.113252032,1.889867978,0
-0.540500656,-0.38705497,1
-0.051687253,1.799405424,1
1.755290659,-0.378224191,1
-0.840178226,-0.163300389,1
2.176743914,0.701943,0
2.009214027,1.941222647,0
1.99344423,1.625672365,0
1.887910664,1.890223304,0
0.406357427,-1.646435232,1
-0.159452248,0.276496008,0
-0.244238051,1.8674121,0
-0.986342659,0.14439492,1
-0.049035621,-0.125718605,1
0.312534924,0.09916295,1
1.270103028,-0.075137386,1
-0.643858989,-2.686519562,1
2.226552195,3.476087396,0
2.291529489,2.456224754,0
-1.951247465,-0.711077393,1
-0.008323728,1.832612542,0
0.092136734,-2.849467083,1
0.282826404,-0.081801132,0
1.782905444,1.005019418,0
0.590119815,0.645744589,1
1.759553118,-1.527567553,0
0.002389418,1.231796406,1
-0.898366882,-0.025641634,1
0.207180399,2.114810369,0
0.115707117,0.071661006,0
0.793956857,-0.165342306,1
1.977477928,2.555662819,0
-0.107150771,2.107949307,0
-0.249452864,0.104319133,0
1.602846078,1.432007967,0
-0.188725319,0.189097938,0
-1.098162519,-0.013979093,1
-0.010513069,-0.35899496,1
0.031296131,2.231854347,0
-1.288938139,-0.457814553,1
0.35974231,-0.885940771,1
-0.236816067,0.073094503,0
-0.006222018,1.843278541,0
1.88078433,1.95170013,0
2.085524082,1.339683745,0
1.371105719,0.591681841,1
0.211747041,1.330950057,1
0.132050379,0.155524009,0
-0.602153322,-0.09584928,0
0.037821644,0.659875702,1
1.999550877,1.549444807,0
2.089317186,0.884554965,1
3.480584631,-0.926885004,1
-0.081290906,0.155742313,0
0.226434573,-1.325155169,1
-0.177222611,2.049074934,0
1.652113816,-0.505665304,1
0.058494205,-0.012903992,0
-0.253301184,0.204869948,0
-0.178024135,-0.354762171,1
-0.013939188,2.001510252,0
-1.031547989,-0.579393939,1
0.30482524,1.653129827,0
2.23448758,-0.173612696,0
1.513072333,0.239573849,0
2.13129193,-0.647439779,0
-0.389727032,-0.501644695,1
0.216147722,1.76632493,0
2.052104016,1.453912735,0
0.009407374,-1.05478383,1
0.042055336,0.055296163,1
1.759037902,2.450535972,0
0.370572221,1.702337373,1
1.76245711,0.926035185,0
-0.806758503,-0.234242946,1
